right_hip_pitch,right_hip_roll,right_hip_slide,right_ankle_roll,right_ankle_pitch,left_hip_pitch,left_hip_roll,left_hip_slide,left_ankle_roll,left_ankle_pitch,zmpx,zmpy
0.10819,-0.24903,-0.00526,0.24903,-0.10819,-0.011071,-0.2473,-0.010757,0.2473,0.011071,0,0
0.108,-0.24935,-0.005031,0.24935,-0.108,-0.010999,-0.24754,-0.010768,0.24754,0.010999,0,0
0.1078,-0.24967,-0.004799,0.24967,-0.1078,-0.010927,-0.24779,-0.010779,0.24779,0.010927,0,0
0.1076,-0.24999,-0.004564,0.24999,-0.1076,-0.010855,-0.24803,-0.010789,0.24803,0.010855,0,0
0.10739,-0.25031,-0.004327,0.25031,-0.10739,-0.010784,-0.24827,-0.010799,0.24827,0.010784,0,0
0.10718,-0.25063,-0.004087,0.25063,-0.10718,-0.010712,-0.2485,-0.010809,0.2485,0.010712,0,0
0.10696,-0.25095,-0.003844,0.25095,-0.10696,-0.010641,-0.24874,-0.010818,0.24874,0.010641,0,0
0.10674,-0.25127,-0.0036,0.25127,-0.10674,-0.010571,-0.24897,-0.010826,0.24897,0.010571,0,0
0.10651,-0.25159,-0.003353,0.25159,-0.10651,-0.0105,-0.2492,-0.010834,0.2492,0.0105,0,0
0.10628,-0.2519,-0.003103,0.2519,-0.10628,-0.01043,-0.24943,-0.010842,0.24943,0.01043,0,0
0.10604,-0.25222,-0.002851,0.25222,-0.10604,-0.01036,-0.24966,-0.010849,0.24966,0.01036,0,0
0.1058,-0.25254,-0.002597,0.25254,-0.1058,-0.01029,-0.24989,-0.010856,0.24989,0.01029,0,0
0.10555,-0.25285,-0.002341,0.25285,-0.10555,-0.010221,-0.25011,-0.010862,0.25011,0.010221,0,0
0.10529,-0.25316,-0.002083,0.25316,-0.10529,-0.010152,-0.25034,-0.010868,0.25034,0.010152,0,0
0.10504,-0.25347,-0.001823,0.25347,-0.10504,-0.010083,-0.25056,-0.010874,0.25056,0.010083,0,0
0.10477,-0.25379,-0.001561,0.25379,-0.10477,-0.010014,-0.25078,-0.010879,0.25078,0.010014,0,0
0.10451,-0.2541,-0.001296,0.2541,-0.10451,-0.0099458,-0.251,-0.010884,0.251,0.0099458,0,0
0.10423,-0.25441,-0.00103,0.25441,-0.10423,-0.0098776,-0.25122,-0.010889,0.25122,0.0098776,0,0
0.10395,-0.25471,-0.000762,0.25471,-0.10395,-0.0098096,-0.25143,-0.010893,0.25143,0.0098096,0,0
0.10367,-0.25502,-0.000493,0.25502,-0.10367,-0.0097418,-0.25165,-0.010897,0.25165,0.0097418,0,0
0.10338,-0.25533,-0.000221,0.25533,-0.10338,-0.0096743,-0.25186,-0.0109,0.25186,0.0096743,0,0
0.10309,-0.25564,5.20E-05,0.25564,-0.10309,-0.009607,-0.25207,-0.010903,0.25207,0.009607,0,0
0.10279,-0.25594,0.000326,0.25594,-0.10279,-0.0095399,-0.25228,-0.010906,0.25228,0.0095399,0,0
0.10248,-0.25624,0.000602,0.25624,-0.10248,-0.0094731,-0.25249,-0.010908,0.25249,0.0094731,0,0
0.10217,-0.25655,0.00088,0.25655,-0.10217,-0.0094065,-0.25269,-0.01091,0.25269,0.0094065,0,0
0.10186,-0.25685,0.001159,0.25685,-0.10186,-0.00934,-0.2529,-0.010912,0.2529,0.00934,0,0
0.10154,-0.25715,0.001439,0.25715,-0.10154,-0.0092738,-0.2531,-0.010914,0.2531,0.0092738,0,0
0.10121,-0.25745,0.00172,0.25745,-0.10121,-0.0092079,-0.2533,-0.010915,0.2533,0.0092079,0,0
